"id","productid","userid","profilename","helpfulnessnumerator","helpfulnessdenominator","score","time","summary","text"
"126886","B000ZONYPE","A36ILKG74E8MIX","Collin K. Ong","2","2","4","1337644800","Just plain works","""I had a running battle for years with gophers in my front yard.  This is in a suburban development in Northern California.  There is a canal and greenbelt right next to my neighborhood with a massive number of gophers so they sometimes migrate over to the houses (although they skipped several houses to choose mine!)  Over the years"
"126889","B000ZONYPE","AAFM1I844P9EY","""ufoundandy """"Andrew""""""","1","1","4","1312761600","Great supplier","""Fast delivery"
"126900","B000ZONYPE","A32X91BDC6AUHL","JJ","0","0","4","1306713600","JJ","""I love these things. Never really liked killing things until now. Living in So Cal there aren't a lot of gophers per yard but when ever they pop up I set a trap and bam"
"126905","B000ZONYPE","A3UM5HTT1NWBLK","Dan Peterson","0","0","4","1284076800","It worked for me.","""I was able to find the main gopher tunnel and put a trap in each direction"
"126922","B004JLCT3C","A1UQBFCERIP7VJ","Margaret Picky","0","0","4","1321401600","""A ginormous box of 1","000 tea bags"""
"126943","B000SV8ZNU","A370Z6I5GBWU44","""M """"CultOfStrawberry""""""","0","0","4","1325548800","""Nice"," healthy snack"""
"126974","B0015Q94NM","A323U91FOLDB4A","lb","1","2","4","1278892800","great muffin mix!","""good taste"
"126975","B0015Q94NM","AL0I8X5J1KBDB","Y.T.","1","2","4","1263427200","Great product but...","""I loved the ingredients of it. But I didn't like the taste of it (and no it is not because it doesn't have sugar). But I will try to experiment with using berries"
"126998","B000QB5026","A16E5A5ISVJV5P","""glory_m """"glory_m""""""","0","0","4","1271635200","good","""i like them but not the best i tasted"
"127007","B000KABMUW","A169LQ0J9D74V8","""Jane Eyre """"Teresa""""""","3","3","4","1174521600","Low carb chicken noodle soup","""This soup is pretty good"
"127011","B0017OTL1W","ANLQIKDJM1C60","""C. J. Moody """"Visionary""""""","5","5","4","1232928000","Childhood candy favorite","""After years of thinking these weren't made anymore my wife saw a program on TV that mentioned Squirrel Nut Zippers.  Well"
"127016","B0017OTL1W","ACR4PJCEL2UMD","Michael potter","0","0","4","1339113600","just as I remember but with less peanuts","I bought this item at least three time.  I enjoy the tasty treat but the one compliant I have is that I wish it had more peanuts like yesteryear.  It is still a great candy and it is addictive.  I will most definatly buy more when my five pounder is done."
"127020","B003JA5KDU","A2E17VAJ2E7KHF","TheDecider","1","1","4","1290470400","This is not a miracle health cure!","This is not a miracle health cure!<br /><br />I think some people have unrealistic expectations when it comes to products like this. They expect a sachet of powder  to be the basis of their nutrition regimen.<br /><br />I first experienced EBOOST when flying on Virgin America a while back. This product is available from the in-flight menu. I tried it a couple of times and found it to be a sweet pick-me-up. Did it have a health benefit? Maybe. It can't hurt to get the extra vitamins listed on the packet can it?<br />I take a range of supplements and while EBOOST is not as comprehensive as some others it does contain a decent amount of vitamins.<br /><br />I like the convenient sachets - I keep one or two in my carry bag and then shake it up in a bottle of water when I want a sweet taste. The taste reminds me a bit of Tang I used to have as a kid.<br /><br />I like this product - but please don't think it is the key to good health..."
"127032","B003JA5KDU","A2CV33795L4KHH","A. Davis","0","0","4","1288483200","Tasty with a reasonable energy effect","""""""Boost"""" may be the wrong word. When I took this in the middle of a bike ride"
"127035","B003JA5KDU","A3NYTSAEPZDJ7Y","Elizabeth Ray","1","2","4","1288828800","Convenient change of pace","""Dissolving Eboost Orange in a glass of water results in a mildly carbonated beverage with a Tang-like taste.  Although it is supposed to be an energy drink"
"127037","B003JA5KDU","AFJFXN42RZ3G2","""R. DelParto """"Rose2""""""","0","1","4","1288137600","A Boost of Energy","""EBOOST:  Daily Health Booster provides the essential vitamins of Vitamin C"
"127050","B000EIE20M","A75W2AMTMEJWA","SON","1","1","4","1335484800","Good but salty","""I thought the flavor was really good"
"127065","B000P6MSOU","A1QJ0UMSIE1MCP","David Alexander","6","6","4","1274227200","Decent cracker snacks","""These things are fairly tasty"
"127070","B000P6MSOU","A1XJ3XYKIULFGL","J Heezy","5","6","4","1291593600","Austin Cookies & Crackers","""Pretty good stuff"
"127073","B000P6MSOU","A2XOLHKX8FTFYL","Elliott C. Musial","8","12","4","1251158400","Product variety and allocation","""These 45 count packages are inefficient in that there are far too many crackers compared to the cookies.  The cookies sell quickly and you're stuck with all the crackers that don't sell as well.  Then I can't restock additional cookies (resulting in lost sales) until the crackers are sold.  The product mix in these packages should be closer to 10 vanilla"
"127081","B000P6MSOU","A24X8P2TG2AR02","Cody","1","2","4","1322784000","Great Bang for Your Buck!","""Excellent assortment"
"127083","B000P6MSOU","A1Z4LX3Q1YMF84","""Cindy A. Osterhout """"Cindy O""""""","0","2","4","1334966400","""Great cracker and cookie snacks. Gets you through Chirstmas"," Easter or Finals"""
"127105","B002ZOSJ34","A3H8288VHL1607","Nicole Brown","0","0","4","1344384000","Great healthier candy option","""Yummy Earth has made a much healthier version of the conventional gummy worm. Regular gummy worms contain chemicals and tons of high fructose and other sugars that aren't very desirable. The Yummy Earth Gummy Worms are made from real fruit juice and nothing artificial. The flavor also tastes unprocessed"
"127145","B000HDL1P8","A1XJR6X9MA37XB","Marcy Marks","1","1","4","1328918400","""Flavorful and good ... but not actually """"hot & sour"""".""","""This was my first experience with a Bear Creek soup product. Their hot & sour soup mix couldn't be easier to use (boil water"
"441719","B001M1Z2EK","A3L49E6KVK8RF4","Thornton","0","6","1","1306886400","Deceptive packaging","""It's interesting that Post put """"No high fructose corn syrup"""" on the package.  If you read the ingredients"
"441722","B000LR0M00","AJV2QY96IVPVM","SuperFids","4","5","1","1301270400","HORRIBLE doesn't begin to describe this product!  Very disappointed!","""The product description says: """"Keta Salmon Caviar is from the select roe of the Keta Salmon"
"441724","B000LR0M00","A3PTVE6CT1G4KB","Ai","1","1","1","1327276800","Nope","""Ordered malossol salmon caviar"
"441732","B002H5FMJ0","A1JFK9018AXTN0","""for fun """"For Fun""""""","0","0","1","1345161600","It's a lie!","The first ingrediance was corn syrup the second ingrediance was sugar ... No artificial sweetener in it! Very disappointed. Only reason I did not send it back I because my hubby loves gummies ... But now I don't have any candy :(. Very upset!"
"441557","B000EVQWK2","AZPF9Y0KSXMIF","Queueing","0","9","1","1340668800","lame","These are lame.  They all taste the same.<br />Gelatin is made from animal skin and connective tissue that has been chemically processed into oblivion with extremely powerful chemicals."
"441559","B002IFO1DM","A2XYCCL2Q35O4C","Wompa164","7","7","1","1331942400","I don't normally write reviews....","""But this was honestly the worst frozen pizza I have ever had"
"441560","B002IFO1DM","A2II09GQGWOMTQ","""Brian Nallick """"METALMANMN""""""","15","20","1","1309219200","Yucky.","""I saw this at my local grocer and I love deep dish pizzas so I just had to buy this one.<br />I followed the directions to a tee and sadly........the heavy hulking pizza turned out to be a major turd.<br />The crust is way too hard around the edges and the inside of the crust...well have you ever eaten dough that felt like it started to expand in your stomach?<br />Ewww.<br />The sausage tasted like mouse droppings"
"441561","B002IFO1DM","A141IPUTMYETTC","nancy pascale","7","9","1","1315008000","Not What I Expected","""Saw this advertised on the food channel"
"441739","B0001K5MGQ","A33REC3J2JU2EL","D. Figueroa","3","5","1","1157673600","Horrible and overpriced","""I excitedly bought this sauce before I realized that this is a California company posing as an Italian exporter of real San Marzano tomato products.<br /><br />It was simply awful. I paid 7 dollars for a jar of sauce that was no better than Ragu.<br /><br />I usually make my own sauce"
"441764","B004E4HUMY","A1T8N18XKDLJO4","B. Aikens","0","0","1","1326758400","Bad packaging","""When i received this product it had leaked out all over the place. Very bad packaging. I wasn't able to try it. So"
"441867","B004E4HUMY","A3S87ZOPB3UM9N","atmj","1","2","1","1329696000","Not even remotely tasting like sweet tea","""Okay"
"441868","B004E4HUMY","A36MP37DITBU6F","""Enchanted  In  Dixie """"Enchanted""""""","1","2","1","1328140800","YUCK! NOT SWEET! NOT SWEET TEA --  Just light citrus flavor and hint of  tea. Do not expect any real tea flavor.","""This is just plain awful. It tastes like you went to a self serve bar in buffet and filled you cup with 1 tea to 3 waters. It has a slight hint of citrus / lemon flavor"
"441869","B004E4HUMY","A1MAI0TUIM3R2X","Princess","1","2","1","1328140800","""Busted open"," dyed my hands"
"441870","B004E4HUMY","A3MDETK0D5UAIN","""xoxo """"woodfairy""""""","1","2","1","1327708800","Contains Chinese Meds For Thrombosis Cardiovascular Diseases!","""I would not worry about the other ingredients everyone seems concerned about. but you should worry about this:<br /><br />Acesulfame K is 180-200 times sweeter than sucrose (table sugar) and has not been fully studied. It is believed to be carcinogenic. More studies are needed.<br />Since this is so sweet and leaves nasty bitter aftertaste Kraft Foods invented a way to help mask the bitterness by getting a patent on this drug Sodium ferulate which is in this drink. Sodium ferulate (SF)"
"441871","B004E4HUMY","A34WGXES0FG1B8","Jean Marlene","1","2","1","1325635200","Convenient","""I gave this product a 1-star for its packaging because if I were ever concerned about being able to have iced tea wherever I went"
"441872","B004E4HUMY","A1NNT24UATVJ6G","""Lindsay Pasch """"VaBookworm87""""""","1","2","1","1325548800","Seriously disappointed!","""I've been curious about these little bottles for a while now"
"751","B004WJAUBE","A2DYZJ8D7QD1KE","Debs","0","0","2","1327536000","""City Steam"," not much steam in this brew."""
"785","B0018DQFPC","A5EQO6GVEIT4M","lazylana05","1","1","2","1291852800","not as easy as it looks","""this isn't as easy as it looks"
"789","B0018DQFPC","A3111G3DOYIV2A","BB","1","2","2","1290211200","disappointment","""I was disappointed in this product because I thought it would be bigger.<br />Also"
"790","B0018DQFPC","A3JO81AUCLO2U7","Sara_Aiden","1","2","2","1290038400","Cute Item... but expired!","""The whole idea of a Spongebob Ginger Bread Pineapple is really great"
"814","B004ET7MG8","A3OXHLG6DIBRW8","""C. F. Hill """"CFH""""""","3","4","2","1272240000","Odd Fake Flavor - Not Recommended","""Trident """"Strawberry Twist"""" sugarless gum is very disappointing"
"856","B0007NG568","A1XDNMQMY5PYFZ","""D. Berghorst """"denab""""""","0","2","2","1311811200","Funny taste","""I can't eat these oats"
"868","B000VKYKTG","A3LRR63WLQ3N3O","YOToyo","0","0","2","1351123200","Doesn't taste as it should","""I think the Pocky did not get stored rightly. The chocolate was falling off from the biscuit stick"
"872","B000VKYKTG","A9T4HGTPSJ27N","Rolland M. Favre","1","2","2","1277596800","Pocky sticks together","The individual Pocky sticks are not separately packaged and melt and stick together while being shipped."
"875","B000HDMUQ2","AJY5Y3SHROG5C","A. Grillet","3","3","2","1215561600","The chocolate ones are much better","""I have recently stopped eating a number of allergens (dairy"
"879","B000HDMUQ2","A1TCNR6ULOEDOQ","Nursebabe","0","0","2","1329782400","""Cheaper Ingredients"," Lowered Quality"""
"897","B001ELL9XG","AOQT2JCYZ1UWP","C. Murphy","0","0","2","1201392000","Break Easily","""The first ball worked pretty well"
"942","B000ER6YO0","A2KTFTRTY0ONWF","CarlaVeg","1","2","2","1294531200","Baby didn't like it","""I usually make my baby's food.... it's so easy"
"962","B000S806VM","A3UX4TYSZJBJ3R","LuLu","0","0","2","1335398400","Sass Tea","""I did not care for this product at all"
"963","B000S806VM","A3S4IWXSZCN9N7","""Janise """"Amazon shopper""""""","1","4","2","1246665600","The most awful taste","""I purchased this because I read that it was a natural cure for hives..Um"
"964","B000YT5DBS","ANMPK1PSQDQ2L","""Bob M. """"Bob""""""","1","2","2","1249171200","""These are good"," but ..."""
"1000","B006F2NYI2","A132DJVI37RB4X","Scottdrum","2","5","2","1332374400","""Not hot"," not habanero"""
"1010","B0062KYM9C","A1N07AUA3B1NUU","Alfred","0","0","2","1336780800","a little too sweet","Ive been craving some deer jerky for a while so i gave this one and some others on amazon a try. This one was very sinue and a little too sweet for my taste. Not going to buy again. Im still on my search for the salty dry version im after"
"1017","B001E6KBSK","A3UZ3WQO1TQ99W","SirWired","7","10","2","1303948800","Nothing like actual Muesli","""On a trip to Italy"
"1018","B001E6KBSK","A16YA8CBBX9CTN","""Nedrum """"nedrum""""""","4","6","2","1301356800","Contains trans fat and high fructose corn syrup","""Recently purchased this cereal assuming it would contain nothing but healthy ingredients"
"1053","B001TZSDJK","A1JOEJLEL2KJE2","Amy_C","8","12","2","1327536000","Have not tried product.... however...","""They claim this product is """"unadulterated"""""
"1059","B001GCVLXG","A3SH3ZVXS16IBL","Jeff Jones","3","3","2","1314576000","Crumbled cookies are no fun to eat","""The Good:<br /><br />Walker shortbread cookies are my favorite"
"1086","B0030N5K1I","A2058UP7ATXFOF","Patrick T. Long","3","3","2","1297209600","No reaction....","I ordered both the beef and Turkey flavors. My dogs would not even take these in their mouths. Both flavors were  very dry and had no real aroma to them. Try a small quantity first. i  donated the entire order to the Humane Society."
"1104","B0025ULYKI","AW7VIZUKC8ZY3","chari","0","0","2","1317168000","Where's the vinegar?","""After reading all the good reviews on these chips I have to admit I was disappointed. Perhaps I just ended up with a bad batch"
"1112","B0025ULYKI","A3FRWBGL8TSOY7","cameokid","0","2","2","1295827200","""Ketchup powdery coating excessive"," overdone gritty"""
"1148","B001ELL7JM","A3IBGWP53XMJY5","C. DiAntonio","0","0","2","1337558400","bland","I like the fact that this vanilla flavor has no alcohol in it so i could add it to my baby's pancakes.  It does not taste the same to me as the regular stuff.  It is rather bland in my opinion."
"1155","B004134H9W","A2QVVA5EOPBRI5","""Richard Aston """"Graveyard""""""","0","0","2","1332720000","Mostly dry","""I ordered three of the trays (being a date nut) and found that two were old or stale. I admit to not checking the out-of-date on the exterior package"
"1167","B004IF3TAQ","A19XSO4JSFRSAE","""Golf Widow """"golfwidow""""""","0","0","2","1325808000","Kind of stale","""I don't know whether it was a fault in the packaging or if they were just past their prime"
"1306","B001FA1L7U","A3V9TJMGP2RNU3","""J. Forrest """"cranky codger""""""","2","3","2","1191196800","What Happened","""I remember well the """"Beer Nuts"""" I used to savor. Those were the days of the big 'Redskin' type peanut surrounded with a glaze of honey sweetness punctuated with a salty tang I remember so well. These nuts I now have in the palm of my hand are not reminiscent of """"Beer Nuts"""" in any way. Yes"
"1337","B000I5DJVE","A3JPZKLKXNZHIE","""Lover of Classics """"Lover of Classics""""""","1","1","2","1255046400","Got a chest cold with a nasty cough?????","""Ya know"
"1350","B000ODRY9I","A2QOP0L8VG843A","""Catherine A. Sullivan """"Catherine",,"1","2","5","1207612800","GREAT FAT FREE RANCH"
"1414","B001EO7GAI","A2EY93D9MVNN7J","J. Maietta","2","3","2","1321488000","too much red dye and too little taste.... other than that it is great-lol","""This stuff sounded perfect...way too much red dye and no taste according to me and my 3 friends who tried it...kind of salty.  Basically"
"1418","B001EO7GAI","A1IATV65IYNK96","FU","0","1","2","1333152000","Yuck!","Caviar taste awful. Maybe it's because I bought from a cheaper brand or maybe because cavier is just bad no matter who you buy it from or how much you paid for it? Why do people like to waste money on these things?"
"250186","B000FGXT3E","A134D9U2ML561O","""mninla """"mninla""""""","1","3","3","1261699200","""OK tea"," not very ecological packaging"""
"250189","B0027UYT4O","A1ODSI5CGA5ANA","Chelsea","19","22","3","1256860800","""Works"," but expensive"""
"250194","B0027UYT4O","AXD7RT6ARS6C1","BP mommy","11","13","3","1270512000","not airtight","this freezer tray is not airtight --- so the puree will get freezer burn. I've had to enclose the tray in a plastic freezer bag before storing. I would expect it to work better for the price. However it is very easy to pop-out when ready to defrost."
"250208","B0027UYT4O","AM188RARFCUSA","ks227","1","1","3","1299196800","Gets the job done but not a good value","""My parents bought two of these trays as a Christmas gift for me since I make much of our daughter's baby food.<br /><br />Pros:<br />~ Easy to fill<br />~ Easy to pop cubes out<br /><br />Cons:<br />~ Awkward"
"250105","B0029NII3C","A19FZBMLOQX9GI","boomer","0","0","3","1285113600","""shipping cost high"," product excellent"""
"250108","B0029NII3C","A2Z03H9LUXPEFV","J Gilstrap","0","0","3","1275004800","Finniky Kitty!","""I have to say that I have tried all kinds of expensive catfood for my grown cat.  He does not like the good stuff!  He prefers the cheap stuff so I have just adjusted to that.  I thought this tuna entree would be great"
"250123","B0013MEB40","A1QDSZ667NI524","JedamFFD","0","1","3","1305504000","Misleading Packaging!","""I meant to pick up the normal Chewy Chips Ahoy and was flabbergasted when I returned home to find that they shoved the word """"oatmeal"""" in the corner of the package but kept everything else the same. I decided to try them anyway and the oats definitely interrupt the normally wonderful chemistry between the chocolate and dough.<br />[...]"""
"250154","B003DNL9YM","AK6XH365YKT43","""Doubting User """"Doubting User""""""","1","1","3","1342224000","Not worth the price","""Amazon says that I have purchased this before. I sure did and I liked it at the price I paid at the time. The flavor is good and I can distinguish both the apple and the cranberry flavors.  However"
"250215","B0027UYT4O","A2M06O71QQGODU","""Inga Bukharova """"ingaanna""""""","1","1","3","1281398400","Nice and easy","if you freez baby food this is for you!!! very easy to get it out!!!! Gets the job done. Be careful washing it in the dishwasher the plastic top can change its form and after does not cover well."
"250216","B0027UYT4O","AZ47YDQDGT6OX","N. C. Gros","1","1","3","1280188800","Useful but not perfect--and pricey","""I like this item because it enables you to freeze baby food in larger portions than ice-cube trays"
"250254","B0027UYT4O","A1AOOCWUOQVPVD","A Matter of When","1","2","3","1309478400","crappy lid","""The lid merely sits on the top"
"250260","B0027UYT4O","A2803KK3ZW27FC","bec10","1","4","3","1289779200","Lid was chipped but I like the product","Came to me with a chipped lid.  I wrote an email to the company to see what I could do and no one responded."
"250265","B004PZNZ1M","A2D9APZ87NP2H4","""designtech """"Dean Dyer""""""","1","1","3","1344470400","Training my puppies with Waggin Train","""<span class=""""tiny""""> Length:: 1:23 Mins<br /><br /></span>hey if you want to see the cutest little baby dogs that jump over each other to get these treats"
"250287","B004DNB55E","A176ZYRYOUNNWO","""eBook Addict """"CaBrit""""""","0","0","3","1335916800","""Ok"," for iced tea...."""
"250290","B0013T8ZMM","AIREDVHY8HR7R","Beach Girl","1","1","3","1285200000","""Great Coffee"," Amazon is selling it WAY past its use by date"""
"250295","B002J3YVT2","A1MVL4EJ796VJX","""Kim Bowers """"k9saver""""""","0","2","3","1274140800","Great but high","Great product but priced too high<br />have found same product cheaper other places.<br />This price makes it about $9 a lb!!"
"250311","B001NXHY8Y","A1N4HZSOMMANOQ","H. Horn","0","0","3","1273190400","""They're okay"," my son prefers the """"Green"""" puffs though."""
"250317","B001NXHY8Y","A30SW8TWRSVR01","Sara Carter","0","0","3","1265587200","""I love HappyBaby products"," just not *this* one."""
"250345","B001NXHY8Y","A2VEV0B1DG996Q","CBM","0","1","3","1284249600","low calorie nice taste but expensive","the cereal tastes good and is very low calorie. It was recommended on a website for weight watcher snacks. My only complaint is the packaging and the price."
"250348","B001NXHY8Y","A1KLKQD3RM7KPT","smalltownveg","3","6","3","1303344000","has gluten","""well"
"250350","B001NXHY8Y","A37E463IX8QTUT","Amazonaholic","1","3","3","1306627200","""Yummy and fun"," but contains wheat and soy"""
"250366","B001NXHY8Y","A155OSEIOD3BD","Emily Mathews","3","3","3","1298505600","Not an item to buy in bulk for my little guy!","""My son was eating a good amount of these puffs when he was first exploring finger foods.<br />We loved them because they are a perfect size for him to pick up and put in his mouth as he developed his pincer grasp.  I was able to buy them in bulk one time before this and he ate the entire 6 containers!  Woo hoo!<br /><br />Now"
"250405","B001NXHY8Y","A1PF1Z86UBRX7L","""glutenfreemom """"h_sinacola""""""","3","4","3","1302825600","THIS PRODUCT CONTAINS WHEAT!","""It is my fault becasue i did not see it the first time I read the ingredients"
"250428","B001NXHY8Y","AQAOQ0LHWFRKT","T","0","0","3","1325030400","T","""Easy for beginner eaters to eat and convenient container. However"
"441873","B004E4HUMY","A34T6SD5HUGLCJ","Corey A. Doyle","1","2","1","1323907200","Terrible!!!","I love sweet tea.  LOVE it.  It's hard being in Ohio and having an immense love for sweet tea... as it's not common around these parts.  Luckily it's become more popular lately but rarely is the sweet tea served southern style.  When I saw this flavor I was pretty excited to give it a whirl.<br /><br />My first try I thought I put too much in as it was overly syrupy.  The second try I didn't think I had enough.  On and on and on I tried and I've yet to find a happy medium for this product.  It's either bland or ick.<br /><br />So sad :("
"441874","B004E4HUMY","ARYSDAZNRXN6G","A. Crafton","1","2","1","1322870400","This MIO not for me-o","""I like tea"
"441875","B004E4HUMY","A2VIUUWR7B11KS","nws2002","1","2","1","1321488000","Not very good","""I thought I would really like this product.  I love sweet tea"
"441876","B004E4HUMY","A3NOLMP1TQXXZS","""Amazon Queen """"Amazon Queen""""""","8","13","1","1311465600","AWFUL- AWFUL- NASTY- HORRIBLE","""Do your research on this... the main ingredients are chemicals"
"441878","B004E4HUMY","AY3I33E43RW23","Irebean","0","1","1","1335484800","Disgusting","I never ever review products on Amazon. This is my first. I love MIO Fruit Punch. This was so foul- I actually threw it away after 1 drink. It doesn't taste like sweet tea at all."
"441882","B004E4HUMY","A1P2XYD265YE21","""Andrea """"Readaholic""""""","1","3","1","1325289600","Ingredients","""After reading the ingredients"
"441883","B004E4HUMY","A2D2CZEHI7KO76","James Pine","2","5","1","1320451200","It's Like Drinking A Sharpie Permanent Marker","""Are you familiar with the chemical smell that emanates from the tip of a Sharpie? That's what your water will smell like when you put this in it. No matter how much of this concoction I mixed into my water"
"441884","B004E4HUMY","A2OZQV7T0EYV45","""Brooke Lynn """"Brooke""""""","2","5","1","1306886400","Blegh...","""It was rather disgusting. If I tried a single squirt or 3 big squirts"
"441902","B004E4HUMY","A2X06FP2PQ6EK0","""S. A. ROBBINS """"shirley_rw""""""","1","1","1","1325980800","Definitely did not taste like tea!","""I drink a lot of iced tea and was hoping this would be a quick way to make a glass if I run out of the bottled tea. Instead I am not even sure what this tastes like but it definitely does not taste like any kind of tea that I am used to. And it doesn't have a good sweet taste"
"441908","B004E4HUMY","A3JYAPO496COOF","""MoonbeamDancer """"Book Kitty""""""","4","6","1","1320278400","bleh.","""It reminded me of cheap Kool-Aid"
"441910","B004E4HUMY","A3I9MCGO36KZ7V","""Shawn Kovacich """"Author and Creator of numerou...""","2","3","1","1321401600","Extremely Disappointed In This Product","""I saw the commercials and though that this would be something great to try"
"441943","B004E4HUMY","A1QBOC76MIOJYP","MyPenName","0","0","1","1328400000","Yuck","""While it is nice that MIO has no calories"
"441956","B004E4HUMY","A3JHC8O59WDHFZ","Silea","0","0","1","1328054400","Disgustingly vile.","""I like the concept of this product. There are plenty of people out there who dislike drinking plain water"
"441969","B003UU6NWG","ALNAQF84KDXAH","Jeffrey Trombly","5","6","1","1330560000","Tiny pieces","""I love Pringles! But I was very disappointed to recieve these. The box and containers were in perfect shape"
"442000","B001M2BM84","A2YGS69EA6VLQD","JT","1","5","1","1241740800","blahhhh","""As a regular drinker of GM Nantucket I immediately ordered the K-cup version after receiving my Keurig for Christmas.  Not even close!!!  Even on the lowest flow setting there simply is not enough coffee in the K-cup to make a decent cup of coffee. I've resorted to using 2 cups to make 1.  I have a spare cup ready to catch the clear flavorless water that comes out after the first 4 ounces have gone through"
"442001","B001M2BM84","A1QE4IPHW5LBBR","moondogie66","1","5","1","1240963200","Tastes Confused And Ugly","""The only words that comes to me is"
"442009","B00544EIEQ","A1CEEF1ZXWSY1T","Preeti","1","2","1","1315785600","awful coffee","""omg it smells absolutely awful and i ordered a pack of 3 but got only one. not that i regret it"
"442010","B00544EIEQ","A26I2LD8QJ6ZP9","Meagan S","0","1","1","1325376000","May be a dollar at the dollar store but not worth it at all","""I picked this up at the dollar store"
"442014","B003760Z90","A3T6W94BC6Y5H9","vermontliz","15","17","1","1307404800","Hoodwinked!","""I have used the Subscribe and Save twice for the Prime Filet Friskies quite happily.  I looked today"
"442015","B003760Z90","A1IH42TUIZ2XJL","G. K. Libbey","5","5","1","1300924800","""A feral cat ate some of it"," my two house cats licked off the gravy"""
"442023","B003760Z90","A1LXL8P90NVCOU","JN","1","1","1","1307750400","""The subscription feature should make life easier"," not harder"""
"442044","B003760Z90","A1BY51X6TLDEXG","tiera30","1","2","1","1298505600","My cat hates this stuff...","I had to but my cat friskee pate canned cat food instead of this canned stuff. My cat lost weight cause she wouldnt eat it. I had 2 different cases from amazon and also different flavors of filet that i had brought from the supermarket. premature... i assummed she would like atleast one of the flavors... but she hates friskees shredded and filet can food. But she loves friskees pate cat food so I ordered 3 cases of those... she loves all the flavors so far... she loves pate."
"442045","B003760Z90","AKZKG2Z7CNV27","BreezyPaige","0","1","1","1333324800","Terrible cat food","""I bought this cat food because of the wonderful low price and I enjoy the adorable cat on the commercials. My cats did eat this food"
"442055","B001GSFEJ2","AO0RL92QIPJXR","M. Kollar","0","0","1","1337558400","Bad Advertising","""Ordered the coins in the bag JUST as illustrated.  They came with no card and no bag.  I complained and they said """"sorry"
"441562","B002IFO1DM","A2B350N1HBMG02","Vonner2","7","11","1","1311552000","Horrible/inedible","""The new package which indicates Microwave or oven bake for a 10 oz deep dish is a lie.  I followed the directions to the letter and the crust was so hard it couldn't be broken with a hammer and the center was still cold.  Since it would be absurd to turn on the oven to bake such a small pizza for 20-25 minutes to serve one person.  That makes both cooking methods impractical and therefore the product is essentially useless and a total ripoff.  I won't get my money back"
"441565","B0016863JM","A3U4UERCFLRB40","Kushkandi","1","1","1","1293062400","RIP OFF- DO NOT BUY","I LOVE MRS GRASS. I GREW UP ON IT AND STILL TODAY I EAT IT. I JUST ATE SOME A FEW MINUTES AGO. =) BUT I ADVISE NOBODY TO PURCHASE THIS ITEM FROM THIS SELLER. THIS IS A HUGE RIP-OFF!!! YOU CAN FIND MRS GRASS SOUP IN MOST STORES AROUND THE US. THIS SELLER IS SELLING ONE 5 OZ. BOX FOR $4.17. $47 IN BULK. THIS IS A HUGE RIP-OFF BECAUSE A 5 OZ BOX OF MRS GRASS IS ONLY $1.40. $1.60 MAX IN SOME STORES. JUST LETTING YOU ALL KNOW. YOU CAN FIND THIS ITEM FOR A BETTER PRICE ON THEIR OFFICIAL WEBSITE AMONGST OTHERS."
"441571","B001E55Z6E","A7CD8GXFUBNGY","Nuria","0","0","1","1334534400","""Delicious"," but received extremely close to expiration date!"""
"441572","B001E55Z6E","A2WCG1QCEP8WSH","C. Hudak","0","0","1","1334102400","artificial and way too salty","""My children"
"441577","B000F3Q6W8","A3SLU9IBI5DU26","SF94117","2","2","1","1343260800","""High price"," too little gumballs"""
"441578","B000F3Q6W8","A2C5B90D3TI3JF","Crystal Dempsey-gillum","2","2","1","1342051200","Save your money!","""Just bought this exact tub for $7.24 at my local Walmart. Don't be fooled into paying double just for the """"convenience""""."""
"441585","B000F3Q6W8","A24L57M0W64RWR","cmtidwell45","0","0","1","1331078400","Money Savings Advise!!!","""Just save your money and time"
"441592","B000F3Q6W8","A2C9I8NSJE0P3D","vgsmike","6","10","1","1312243200","Not much flavor","""The label on the packaging says """"8 fruitastic flavors"""" but there aren't any fruit flavors here. The initial (very) subtle flavor of the colored shell is gone after just a few bites"
"1448","B001E50UEQ","ABTUNH7645QJL","Peter Reeve","0","0","2","1311552000","""Not a lot of flavor"," not a lot of chicken"""
"1456","B003OB2EP6","A1TXMF6TEP0JVA","""Jie Yuan """"Jie Yuan""""""","2","19","2","1304467200","not good","""the taste isn't good"
"1472","B0040WHJQM","A1Z9OGQ9ETUX0T","Tyler Davis","0","1","2","1326326400","Noodles not good","The noodles for this product are what make me gag.  I am not a fan of this meal at all and I &lt;3 Asian food.  For those looking for a delicious snack who are not already 100% vegan - I would either A) go try 1 first or B) skip buying this package as it is not delicious."
"1492","B000WFL0HK","AV40J5VUBWG5J","""Celest """"Celest""""""","0","0","2","1340236800","makes nasty loose poo!","makes nasty loose poo! the dry food does the same thing. i've tried the adult version and the puppy version and both gave my adult dog and my puppy super soft and stinky stools."
"1494","B000F7PW8S","ANJJAZJJB2F33","debo","0","0","2","1347408000","Da Vinci sugar free Blueberry syrup","""I have purchased locally many other flavors of Da Vinci syrups"
"1506","B003UIDAHY","A3UCN2RGY7O6S1","""Joanne """"Gotta Eat",,"2","2","5","1318723200","Good!"
"1537","B000E7WM0K","A1KM3ZVOY0PJ3C","""Peiwen Liu """"Bao""""""","1","1","2","1167350400","artificial flavor","""I simply don't like it. It is easy to prepare"
